Country;Sector;Product CN Code;Description;2026 Default Value (Including mark-up);2027 Default Value (Including mark-up);2028 Default Value (Including mark-up)
Russia;Iron and steel;73042300;Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excl. products of stainless steel or of cast iron);3,839;4,188;4,537
Russia;Iron and steel;73042400;Casing and tubing, seamless, of a kind used for drilling for oil or gas, of stainless steel;3,806;4,152;4,498
Russia;Iron and steel;730429;Casing and tubing, seamless, of iron or steel, of a kind used in drilling for oil or gas (excl. products of cast iron);3,839;4,188;4,537
Russia;Iron and steel;730431;"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. cast iron products and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used for drilling for oil or gas)";3,839;4,188;4,537
Russia;Iron and steel;730439;"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy steel, not cold-drawn or cold-rolled ""cold-reduced"" (excl. cast iron products, line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas)";3,839;4,188;4,537
Russia;Iron and steel;73044100;"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil or gas)";3,806;4,152;4,498
Russia;Iron and steel;730449;"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, not cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines or of a kind used for drilling for oil or gas)";3,806;4,152;4,498
Russia;Iron and steel;730451;"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil)";3,685;4,02;4,355
Russia;Iron and steel;730459;"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other than stainless, not cold-drawn or cold-rolled ""cold-reduced"" (excl. line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used for drilling for oil)";3,685;4,02;4,355
Russia;Iron and steel;73049000;Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel (excl. products of cast iron);3,839;4,188;4,537
Russia;Iron and steel;7305;"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled products of iron or steel ""e.g., welded, riveted or similarly closed""";3,949;4,308;4,667
Russia;Iron and steel;73061100;Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless steel, of an external diameter of <= 406,4 mm;4,081;4,452;4,823
Russia;Iron and steel;73061900;Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron or steel, of an external diameter of <= 406,4 mm (excl. products of stainless steel or of cast iron);3,949;4,308;4,667
Russia;Iron and steel;73062100;Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products of stainless steel, of an external diameter of <= 406,4 mm;4,081;4,452;4,823
Russia;Iron and steel;73062900;Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products of iron or steel, of an external diameter of <= 406,4 mm (excl. products of stainless steel or of cast iron);3,949;4,308;4,667
Russia;Iron and steel;73063012;"Precision tubes, welded, of circular cross-section, of iron or non-alloy steel, cold-drawn or cold-rolled ""cold-reduced""";3,949;4,308;4,667
Russia;Iron and steel;73063018;Precision tubes, welded, of circular cross-section, of iron or non-alloy steel (excl. cold-drawn or cold-rolled);3,773;4,116;4,459
Russia;Iron and steel;73063041;"Threaded or threadable tubes ""gas pipe"", welded, of circular cross-section, of iron or non-alloy steel, plated or coated with zinc";3,949;4,308;4,667
Russia;Iron and steel;73063049;"Threaded or threadable tubes ""gas pipe"", welded, of circular cross-section, of iron or non-alloy steel (excl. products plated or coated with zinc)";3,949;4,308;4,667
Russia;Iron and steel;73063072;Other tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel, of an external diameter of <= 168,3 mm, plated or coated with zinc (excl. line pipe of a kind used for oil or gas pipelines or casing and tubingof a kind used in drilling for oil or gas);3,949;4,308;4,667
Russia;Iron and steel;73063077;"Other tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel of an external diameter of <= 168,3 mm (excl. plated or coated with zinc and line pipe of a kind used for oil or gas pipelines, casing and tubing of a kind used in drilling for oil or gas, precision tubes and threaded or threadable tubes ""gas pipe"")";3,949;4,308;4,667
Russia;Iron and steel;73063080;"Tubes, pipes and hollow profiles, welded, having a circular cross-section, of iron or steel, of an external diameter of > 168,3 mm but <= 406,4 mm (excl. line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas, or precision steel tubes, electrical conduit tubes or threaded or threadable tubes ""gas pipe"")";3,949;4,308;4,667
Russia;Iron and steel;73064020;"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel, cold-drawn or cold-rolled ""cold-reduced"" (excl. products having internal and external circular cross-sections and an external diameter of > 406,4 mm, and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas)";4,081;4,452;4,823
Russia;Iron and steel;73064080;"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excl. products cold-drawn or cold-rolled ""cold-reduced"", tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm, and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas)";3,905;4,26;4,615
Russia;Iron and steel;73065021;"Precision steel tubes, welded, of circular cross-section, of alloy steel other than stainless, cold-drawn or cold-rolled ""cold-reduced""";3,982;4,344;4,706
Russia;Iron and steel;73065029;Precision steel tubes, welded, of circular cross-section, of alloy steel other than stainless (excl. cold-drawn or cold-rolled);3,806;4,152;4,498
Russia;Iron and steel;73065080;Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than stainless (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm, and line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas, and precision steel tubes);3,982;4,344;4,706
Russia;Iron and steel;73066110;Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of stainless steel;4,081;4,452;4,823
Russia;Iron and steel;73066192;Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron or steel other than stainless steel, with a wall thickness of <= 2 mm;3,949;4,308;4,667
Russia;Iron and steel;73066199;Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron or steel other than stainless steel, with a wall thickness of > 2 mm;3,949;4,308;4,667
Russia;Iron and steel;73066910;Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of stainless steel (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm, line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas, and tubes and pipes and hollow profiles of square or rectangular cross-section);4,081;4,452;4,823
Russia;Iron and steel;73066990;Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel other than stainless steel (excl. tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm, line pipe of a kind used for oil or gas pipelines or casing and tubing of a kind used in drilling for oil or gas, and tubes and pipes and hollow profiles of square or rectangular cross-section);3,949;4,308;4,667
Russia;Iron and steel;73069000;"Tubes, pipes and hollow profiles ""e.g., open seam, riveted or similarly closed"", of iron or steel (excl. of cast iron, seamless or welded tubes and pipes and tubes and pipes having internal and external circular cross-sections and an external diameter of > 406,4 mm)";3,949;4,308;4,667
Russia;Iron and steel;730711;Tube or pipe fittings of non-malleable cast iron;3,333;3,636;3,939
Russia;Iron and steel;73071910;Tube or pipe fittings of cast iron (excl. of non-malleable);3,333;3,636;3,939
Russia;Iron and steel;73071990;Cast tube or pipe fittings of steel;3,531;3,852;4,173
Russia;Iron and steel;73072100;Flanges of stainless steel (excl. cast products);3,696;4,032;4,368
Russia;Iron and steel;730722;Threaded elbows, bends and sleeves of stainless steel (excl. cast products);3,696;4,032;4,368
Russia;Iron and steel;730723;Butt welding tube or pipe fittings of stainless steel (excl. cast products);3,696;4,032;4,368
Russia;Iron and steel;730729;Tube or pipe fittings of stainless steel (excl. cast products, flanges, threaded elbows, bends and sleeves and butt weldings fittings);3,696;4,032;4,368
Russia;Iron and steel;73079100;Flanges of iron or steel (excl. cast or stainless products);3,839;4,188;4,537
Russia;Iron and steel;730792;Threaded elbows, bends and sleeves, of stainless steel (excl. cast or stainless products);3,839;4,188;4,537
Russia;Iron and steel;730793;Butt welding fittings of iron or steel (excl. cast iron or stainless steel products, and flanges);3,839;4,188;4,537
Russia;Iron and steel;730799;"Tube or pipe fittings, of iron or steel (excl. cast iron or stainless steel products; flanges; threaded elbows, bends and sleeves; butt welding fittings)";3,839;4,188;4,537
Russia;Iron and steel;7308;"Structures and parts of structures ""e.g., bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns"", of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel (excl. prefabricated buildings of heading 9406)";3,949;4,308;4,667
Russia;Iron and steel;7309;"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material ""other than compressed or liquefied gas"", of a capacity of > 300 l, not fitted with mechanical or thermal equipment, whether or not lined or heat-insulated (excl. containers specifically constructed or equipped for one or more types of transport)";3,949;4,308;4,667
Russia;Iron and steel;7310;"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ""other than compressed or liquefied gas"", of a capacity of <= 300 l, not fitted with mechanical or thermal equipment, whether or not lined or heat-insulated, n.e.s.";3,949;4,308;4,667
Russia;Iron and steel;731100;Containers of iron or steel, for compressed or liquefied gas (excl. containers specifically constructed or equipped for one or more types of transport);3,531;3,852;4,173
Russia;Iron and steel;73181100;Coach screws of iron or steel;3,531;3,852;4,173
Russia;Iron and steel;73181210;Wood screws of stainless steel (excl. coach screws);3,498;3,816;4,134
Russia;Iron and steel;73181290;Wood screws of iron or steel other than stainless (excl. coach screws);3,531;3,852;4,173
Russia;Iron and steel;73181300;Screw hooks and screw rings, of iron or steel;3,531;3,852;4,173
Russia;Iron and steel;73181410;Self-tapping screws, of stainless steel (excl. wood screws);3,498;3,816;4,134
Russia;Iron and steel;73181491;Spaced-thread screws of iron or steel other than stainless;3,531;3,852;4,173
Russia;Iron and steel;73181499;Self-tapping screws of iron or steel other than stainless (excl. spaced-thread screws and wood screws);3,531;3,852;4,173
Russia;Iron and steel;731815;Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. coach screws and other wood screws, screw hooks and screw rings, self-tapping screws, lag screws, stoppers, plugs and the like, threaded);3,531;3,852;4,173
Russia;Iron and steel;731816;Nuts of iron or steel;3,531;3,852;4,173
Russia;Iron and steel;73181900;Threaded articles, of iron or steel, n.e.s.;3,531;3,852;4,173
Russia;Iron and steel;73182100;Spring washers and other lock washers, of iron or steel;3,531;3,852;4,173
Russia;Iron and steel;73182200;Washers of iron or steel (excl. spring washers and other lock washers);3,531;3,852;4,173
Russia;Iron and steel;73182300;Rivets of iron or steel (excl. tubular and bifurcated rivets for particular uses);3,531;3,852;4,173
Russia;Iron and steel;73182400;Cotters and cotter pins, of iron or steel;3,531;3,852;4,173
Russia;Iron and steel;73182900;Non-threaded articles, of iron or steel;3,531;3,852;4,173
Russia;Iron and steel;73261100;Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not further worked;3,531;3,852;4,173
Russia;Iron and steel;732619;Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excl. grinding balls and similar articles for mills);3,531;3,852;4,173
Russia;Iron and steel;73262000;Articles of iron or steel wire, n.e.s.;3,531;3,852;4,173
Russia;Iron and steel;73269030;Ladders and steps, of iron or steel;3,531;3,852;4,173
Russia;Iron and steel;73269040;Pallets and similar platforms for handling goods, of iron or steel;3,531;3,852;4,173
Russia;Iron and steel;73269050;Reels for cables, piping and the like, of iron or steel;3,531;3,852;4,173
Russia;Iron and steel;73269060;Ventilators, non-mechanical, guttering, hooks and like articles used in the building industry, n.e.s., of iron or steel;3,531;3,852;4,173
Russia;Iron and steel;73269092;Articles of iron or steel, open-die forged, n.e.s.;3,531;3,852;4,173
Russia;Iron and steel;73269094;Articles of iron or steel, closed-die forged, n.e.s.;3,531;3,852;4,173
Russia;Iron and steel;73269096;Sintered articles of iron or steel, n.e.s.;3,531;3,852;4,173
Russia;Iron and steel;73269098;Articles of iron or steel, n.e.s.;3,949;4,308;4,667
Serbia;Iron and steel;26011200;Agglomerated iron ores and concentrates (excl. roasted iron pyrites);0,242;0,264;0,286
Serbia;Iron and steel;7201;Pig iron and spiegeleisen, in pigs, blocks or other primary forms;2,376;2,592;2,808
Serbia;Iron and steel;720211;Ferro-manganese, containing by weight > 2% of carbon;1,859;2,028;2,197
Serbia;Iron and steel;720219;Ferro-manganese, containing by weight <= 2% carbon;;;
Serbia;Iron and steel;720241;Ferro-chromium, containing by weight > 4% of carbon;2,585;2,82;3,055
Serbia;Iron and steel;720249;Ferro-chromium, containing by weight <= 4% of carbon;;;
Serbia;Iron and steel;72026000;Ferro-nickel;;;
Serbia;Iron and steel;7203;"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94%, in lumps, pellets or similar forms";;;
Serbia;Iron and steel;7205;"Granules and powders of pig iron, spiegeleisen, iron or steel (excl. granules and powders of ferro-alloys, turnings and filings of iron or steel, radioactive iron powders ""isotopes"" and certain low-calibre, substandard balls for ballbearings)";2,541;2,772;3,003
Serbia;Iron and steel;72061000;Ingots, of iron and non-alloy steel (excl. remelted scrap ingots, continuous cast products, iron of heading 7203);2,64;2,88;3,12
Serbia;Iron and steel;72069000;Iron and non-alloy steel, in puddled bars or other primary forms (excl. ingots, remelted scrap ingots, continuous cast products, iron of heading 7203);2,651;2,892;3,133
Serbia;Iron and steel;72071111;Semi-finished products, of non-alloy free-cutting steel, containing by weight < 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting;2,651;2,892;3,133
Serbia;Iron and steel;72071114;Semi-finished products, of iron or non-alloy steel, containing by weight < 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness of <= 130 mm, rolled or obtained by continuous casting (excl. free-cutting steel);2,651;2,892;3,133
Serbia;Iron and steel;72071116;Semi-finished products, of iron or non-alloy steel, containing by weight < 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness of > 130 mm, rolled or obtained by continuous casting (excl. free-cutting steel);2,651;2,892;3,133
Serbia;Iron and steel;72071190;Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon, of rectangular cross-section, the width < twice the thickness, forged;2,64;2,88;3,12
Serbia;Iron and steel;72071210;"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25 of carbon, of rectangular ""other than square"" cross-section, the width measuring >= twice the thickness, rolled or obtained by continuous casting";2,651;2,892;3,133
Serbia;Iron and steel;72071290;"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon, of rectangular ""other than square"" cross-section, the width >= twice the thickness, forged";2,64;2,88;3,12
Serbia;Iron and steel;72071912;Semi-finished products, of iron or non-alloy steel, containing by weight < 0,25% carbon, of circular or polygonal cross-section, rolled or obtained by continuous casting;2,651;2,892;3,133
Serbia;Iron and steel;72071919;Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon, of circular or polygonal cross-section, forged;2,64;2,88;3,12
Serbia;Iron and steel;72071980;Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon (excl. semi-products, of square, rectangular, circular or polygonal cross-section);2,651;2,892;3,133
Serbia;Iron and steel;72072011;Semi-finished products, of non-alloy free-cutting steel, containing by weight >= 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting;2,651;2,892;3,133
Serbia;Iron and steel;72072015;Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% but < 0,6% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting (excl. free-cutting steel);2,651;2,892;3,133
Serbia;Iron and steel;72072017;Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting (excl. free-cutting steel);2,651;2,892;3,133
Serbia;Iron and steel;72072019;Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, forged;2,64;2,88;3,12
Serbia;Iron and steel;72072032;"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25 of carbon, of rectangular ""other than square"" cross-section, the width measuring >= twice the thickness, rolled or obtained by continuous casting";2,651;2,892;3,133
Serbia;Iron and steel;72072039;"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of rectangular ""other than square"" cross-section and the width >= twice the thickness, forged";2,64;2,88;3,12
Serbia;Iron and steel;72072052;Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of circular or polygonal cross-section, rolled or obtained by continuous casting;2,651;2,892;3,133
Serbia;Iron and steel;72072059;Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of circular or polygonal cross-section, forged;2,64;2,88;3,12
Serbia;Iron and steel;72072080;Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon (excl. those of square, rectangular, circular or polygonal cross-section);2,651;2,892;3,133
Serbia;Iron and steel;7208;Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, plated or coated;2,651;2,892;3,133
Serbia;Iron and steel;7209;"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", not clad, plated or coated";2,651;2,892;3,133
Serbia;Iron and steel;7210;"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated";2,651;2,892;3,133
Serbia;Iron and steel;72111300;"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a width of > 150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as ""wide flats""";2,651;2,892;3,133
Serbia;Iron and steel;72111400;"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm (excl. ""wide flats"")";2,651;2,892;3,133
Serbia;Iron and steel;72111900;"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not clad, plated or coated, of a thickness < 4,75 mm (excl. ""wide flats"")";2,651;2,892;3,133
Serbia;Iron and steel;721123;"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight < 0,25% of carbon";2,651;2,892;3,133
Serbia;Iron and steel;72112900;"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight >= 0,25% of carbon";2,651;2,892;3,133
Serbia;Iron and steel;721190;"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coated";2,651;2,892;3,133
Serbia;Iron and steel;7212;"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated";2,905;3,169;3,433
Serbia;Iron and steel;7213;Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils;2,651;2,892;3,133
Serbia;Iron and steel;72141000;Bars and rods, of iron or non-alloy steel, not further worked than forged (excl. in irregularly wound coils);2,64;2,88;3,12
Serbia;Iron and steel;72142000;Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations produced during the rolling process;2,651;2,892;3,133
Serbia;Iron and steel;72143000;Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn or hot-extruded (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling);2,651;2,892;3,133
Serbia;Iron and steel;721491;"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, of rectangular ""other than square"" cross-section (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process, bars and rods twisted after rolling and free-cutting steel)";2,651;2,892;3,133
Serbia;Iron and steel;721499;Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded (excl. of rectangular [other than square] cross-section and those containing indentations, ribs, grooves or other deformations produced during the rolling process, and of non-alloy free-cutting steel);2,651;2,892;3,133
Serbia;Iron and steel;7215;Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further worked, or hot-formed and further worked, n.e.s.;2,651;2,892;3,133
Serbia;Iron and steel;7216;Angles, shapes and sections of iron or non-alloy steel, n.e.s.;2,651;2,892;3,133
Serbia;Iron and steel;721710;Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excl. bars and rods);2,651;2,892;3,133
Serbia;Iron and steel;721720;Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excl. bars and rods);2,651;2,892;3,133
Serbia;Iron and steel;721730;Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excl. plated or coated with zinc, and bars and rods);2,651;2,892;3,133
Serbia;Iron and steel;721790;Wire of iron or non-alloy steel, in coils, plated or coated (excl. plated or coated with base metals, and bars and rods);2,651;2,892;3,133
Serbia;Iron and steel;72181000;Steel, stainless, in ingots and other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting);2,838;3,096;3,354
Serbia;Iron and steel;721891;"Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section";2,849;3,108;3,367
Serbia;Iron and steel;72189911;Semi-finished products of stainless steel, of square cross-section, rolled or obtained by continuous casting;2,849;3,108;3,367
Serbia;Iron and steel;72189919;Semi-finished products of stainless steel, of square cross-section, forged;2,838;3,096;3,354
Serbia;Iron and steel;72189920;Semi-finished products of stainless steel, of circular cross-section or of cross-section other than square or rectangular, rolled or obtained by continuous casting;2,849;3,108;3,367
Serbia;Iron and steel;72189980;Semi-finished products of stainless steel, forged (excl. products of square or rectangular cross-section);2,838;3,096;3,354
Serbia;Iron and steel;72191100;Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of > 10 mm;2,849;3,108;3,367
Serbia;Iron and steel;721912;Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 4,7 mm and <= 10 mm;2,849;3,108;3,367
Serbia;Iron and steel;721913;Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 3 mm and < 4,75 mm;2,849;3,108;3,367
Serbia;Iron and steel;721914;Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of < 3 mm;2,849;3,108;3,367
Serbia;Iron and steel;721921;Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of > 10 mm;2,849;3,108;3,367
Serbia;Iron and steel;721922;Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 4,75 mm and <= 10 mm;2,849;3,108;3,367
Serbia;Iron and steel;72192300;Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 3 mm and < 4,75 mm;2,849;3,108;3,367
Serbia;Iron and steel;72192400;Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of < 3 mm;2,849;3,108;3,367
Serbia;Iron and steel;72193100;"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 4,75 mm";2,849;3,108;3,367
Serbia;Iron and steel;721932;"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm but < 4,75 mm";2,849;3,108;3,367
Serbia;Iron and steel;721933;"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of > 1 mm but < 3 mm";2,849;3,108;3,367
Serbia;Iron and steel;721934;"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 0,5 mm but <= 1 mm";2,849;3,108;3,367
Serbia;Iron and steel;721935;"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of < 0,5 mm";2,849;3,108;3,367
Serbia;Iron and steel;721990;"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked";2,849;3,108;3,367
Serbia;Iron and steel;72201100;Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of >= 4,75 mm;2,849;3,108;3,367
Serbia;Iron and steel;72201200;Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of < 4,75 mm;2,849;3,108;3,367
Serbia;Iron and steel;722020;"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced""";2,849;3,108;3,367
Serbia;Iron and steel;722090;"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked";2,849;3,108;3,367
Serbia;Iron and steel;7221;Bars and rods of stainless steel, hot-rolled, in irregularly wound coils;2,849;3,108;3,367
Serbia;Iron and steel;722211;Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of circular cross-section;2,849;3,108;3,367
Serbia;Iron and steel;722219;Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excl. of circular cross-section);2,849;3,108;3,367
Serbia;Iron and steel;722220;Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished;2,849;3,108;3,367
Serbia;Iron and steel;722230;Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or not further worked than forged, or forged, or hot-formed by other means and further worked, n.e.s.;2,838;3,096;3,354
Serbia;Iron and steel;722240;Angles, shapes and sections of stainless steel, n.e.s.;2,849;3,108;3,367
Serbia;Iron and steel;722300;Wire of stainless steel, in coils (excl. bars and rods);2,849;3,108;3,367
Serbia;Iron and steel;722410;Steel, alloy, other than stainless, in ingots or other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting);2,805;3,06;3,315
Serbia;Iron and steel;72249002;Semi-finished products of tool steel;2,816;3,072;3,328
Serbia;Iron and steel;72249003;Semi-finished products of high-speed steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting the width measuring < twice the thickness;2,816;3,072;3,328
Serbia;Iron and steel;72249005;Semi-finished products of steel containing by weight <= 0,7% of carbon, 0,5% to 1,2% of manganese, 0,6% to 2,3% of silicon, or of steel containing by weight >= 0,0008% of boron with any other element < the minimum content referred to in Note 1 f to chapter 72, of square or rectangular cross-section, hot rolled or obtained by continuous casting, the width measuring < twice the thickness;2,816;3,072;3,328
Serbia;Iron and steel;72249007;Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting, the width measuring < twice the thickness (excl. of tool steel, high-speed steel and articles of subheading 7224.90.05);2,816;3,072;3,328
Serbia;Iron and steel;72249014;Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting, the width measuring >= twice the thickness (excl. of tool steel);2,816;3,072;3,328
Serbia;Iron and steel;72249018;Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, forged (excl. of tool steel);2,805;3,06;3,315
